Sensor_ID,Latitude,Longitude,Humidity
sensor_2,52.4671153161884,12.958764893975973,0.31
sensor_3,52.46710656148164,12.958632601378076,0.19
sensor_5,52.46695202202306,12.958670105136582,0.49
sensor_1,52.46699939164537,12.958973244129554,0.72
